Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Age_Group,Addicted_Score_Norm,Addiction_Level,Affects_Academic_Performance_Numeric
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
659,20,Female,Undergraduate,India,7.1,Tiktok,Yes,5.8,4,Single,5,9,19-21,1.616051531894987,High,1
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,19-21,0.9855499657710435,High,1
662,24,Male,Graduate,Usa,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
663,19,Female,Undergraduate,Mexico,6.4,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High,1
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,19-21,0.3550483996471,Medium,1
666,23,Male,Graduate,Uk,6.3,Twitter,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High,1
667,21,Female,Undergraduate,Italy,4.8,Tiktok,No,7.1,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High,1
669,19,Female,Undergraduate,China,5.7,Wechat,Yes,6.7,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,22-24,-1.5364562987247306,Low,0
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,19-21,0.9855499657710435,High,1
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
673,21,Female,Undergraduate,Spain,6.4,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High,1
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,19-21,0.3550483996471,Medium,1
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,22-24,1.616051531894987,High,1
677,20,Female,Undergraduate,Switzerland,4.6,Tiktok,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,22-24,0.9855499657710435,High,1
679,21,Female,Undergraduate,Usa,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High,1
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
682,22,Male,Graduate,Canada,5.8,Tiktok,Yes,6.6,6,Single,3,7,22-24,0.3550483996471,Medium,1
683,20,Female,Undergraduate,Uk,6.1,Twitter,Yes,6.4,5,Single,4,8,19-21,0.9855499657710435,High,1
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,19-21,1.616051531894987,High,1
686,24,Male,Graduate,China,5.5,Wechat,Yes,6.8,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,19-21,-1.5364562987247306,Low,0
688,22,Male,Graduate,Poland,6.3,Tiktok,Yes,6.2,5,Single,4,8,22-24,0.9855499657710435,High,1
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,22-24,0.9855499657710435,High,1
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,22-24,0.3550483996471,Medium,1
693,19,Female,Undergraduate,India,7.0,Tiktok,Yes,5.8,4,Single,5,9,19-21,1.616051531894987,High,1
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,19-21,0.9855499657710435,High,1
696,23,Male,Graduate,Usa,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,22-24,0.3550483996471,Medium,1
697,21,Female,Undergraduate,Mexico,6.3,Tiktok,Yes,6.2,5,Single,4,8,19-21,0.9855499657710435,High,1
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,22-24,-0.9059547326007871,Low,0
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,19-21,0.3550483996471,Medium,1
700,22,Male,Graduate,Uk,6.2,Twitter,Yes,6.3,5,Single,4,8,22-24,0.9855499657710435,High,1
701,20,Female,Undergraduate,Italy,4.7,Tiktok,No,7.2,7,In Relationship,2,5,19-21,-0.9059547326007871,Low,0
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,22-24,1.616051531894987,High,1
703,21,Female,Undergraduate,China,5.6,Wechat,Yes,6.7,6,In Relationship,3,7,19-21,0.3550483996471,Medium,1
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,22-24,-1.5364562987247306,Low,0
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,19-21,0.9855499657710435,High,1
